name,sid,zipcode,household,age,gender,address
Adelina,3463,33184,4,18,F,"1436 SW 124th Pl, Miami, FL 33184, USA"
Aletha,8715,33020,4,22,F,"1623 Plunkett St, Hollywood, FL 33020, USA"
Mora,12540,33032,2,25,F,"14950 SW 149th Ave, Homestead, FL 33032, USA"
Edmonia,11663,33143,3,22,F,"8190 SW 78th St, Miami, FL 33143, USA"
Beula,4264,33170,2,21,F,"14350 SW 232nd St, Miami, FL 33170, USA"
Ora,5502,33056,2,20,F,"17710 Myrtle Lake Dr, Miami Gardens, FL 33056, USA"
Belle,15876,33156,3,25,F,"225 Leucadendra Dr, Coral Gables, FL 33156, USA"
Gladys,13031,33013,1,21,F,"602 E 28th St, Hialeah, FL 33013, USA"
Leona,7749,33183,3,25,F,"11750 SW 80th St, Miami, FL 33183, USA"
Nina,11948,33185,3,19,F,"14712 SW 36th Terrace, Miami, FL 33185, USA"
Estella,12637,33325,3,25,F,"2325 SW 127th Ave, Davie, FL 33325, USA"
Hannah,14851,33127,1,20,F,"601 NW 36th St, Miami, FL 33127, USA"
Anne,7871,33126,4,24,F,"6207 Blue Lagoon Dr, Miami, FL 33126, USA"
Lela,15405,33328,1,18,F,"10431 Orange Dr, Davie, FL 33328, USA"
Estelle,710,33317,1,20,F,"5271 SW 15th Pl, Plantation, FL 33317, USA"
Augusta,164,33126,4,25,F,"3840 NW 7th St, Miami, FL 33126, USA"
Josie,8657,33186,4,22,F,"14405 SW 122nd Pl, Miami, FL 33186, USA"
Barbara,3000,33031,3,19,F,"16205-1669 SW 272nd St, Homestead, FL 33031, USA"
Sophia,9608,33170,1,22,F,"22210 SW 137th Ave, Miami, FL 33170, USA"
Mayme,13021,33021,1,18,F,"5606 Taylor St, Hollywood, FL 33021, USA"
Maria,4685,33018,3,22,F,"9702 NW 131st St, Hialeah Gardens, FL 33018, USA"
Evelyn,13877,33144,4,20,F,"530 SW 79th Ave, Miami, FL 33144, USA"
Matilda,5185,33035,2,19,F,"1702 SE 23rd St, Homestead, FL 33035, USA"
Henrietta,9310,33185,4,22,F,"3795 SW 148th Pl, Miami, FL 33185, USA"
Etta,3138,33168,1,21,F,"13525 NW 2nd Ave, North Miami, FL 33168, USA"
Mildred,2478,33186,1,25,F,"13930 SW 138th Ave, Miami, FL 33186, USA"
Maud,7622,33184,1,21,F,"992 SW 142nd Ave, Miami, FL 33184, USA"
Olive,8910,33196,3,24,F,"16200 SW 88th St, Miami, FL 33196, USA"
Charlotte,14476,33155,2,22,F,"3404 SW 69th Ave, Miami, FL 33155, USA"
Caroline,13810,33175,2,25,F,"3370 SW 128th Ave, Miami, FL 33175, USA"
Emily,5837,33165,3,18,F,"2401 SW 105th Ave, Miami, FL 33165, USA"
Addie,5595,33328,2,25,F,"2930 Hidden Hollow Ln, Davie, FL 33328, USA"
Jane,6007,33133,3,24,F,"3196 Gifford Ln, Miami, FL 33133, USA"
Kathryn,15703,33027,3,24,F,"13140 SW 17th Ct, Miramar, FL 33027, USA"
Amy,14308,33196,3,23,F,"14798 SW 128th St, Miami, FL 33196, USA"
Ruby,5697,33016,2,21,F,"8432 NW 168th Terrace, Hialeah, FL 33016, USA"
Ollie,12062,33330,2,20,F,"5648 Hancock Rd, Southwest Ranches, FL 33330, USA"
Amanda,10991,33139,1,22,F,"2220 Collins Ave, Miami Beach, FL 33139, USA"
Pauline,2895,33183,1,19,F,"13513 SW 62nd St, Miami, FL 33183, USA"
Virginia,13534,33172,1,24,F,"1455 NW 107th Ave, Doral, FL 33172, USA"
Theresa,10463,33174,3,18,F,"11227 SW 5th Terrace, Miami, FL 33174, USA"
Dorothy,4858,33166,3,21,F,"6901 NW 69th Ave, Miami, FL 33166, USA"
Nannie,4994,33176,4,19,F,"11237 SW 112th St, Miami, FL 33176, USA"
Lulu,1541,33182,4,22,F,"2501 NW 122ND St, Miami, FL 33182, USA"
Susan,14298,33156,1,21,F,"5990 SW 128th St, Miami, FL 33156, USA"
Beulah,4395,33186,4,22,F,"12370 SW 104th Terrace, Miami, FL 33186, USA"
Katie,2080,33030,4,23,F,"18330 SW 292nd St, Homestead, FL 33030, USA"
Essie,13149,33032,4,18,F,"14728 SW 248th St, Homestead, FL 33032, USA"
Bess,14942,33185,2,23,F,"16200 SW 48th Terrace, Miami, FL 33185, USA"
Frieda,12835,33312,2,20,F,"43 Center Ct Dr, Fort Lauderdale, FL 33312, USA"
Genevieve,9527,33032,3,18,F,"25233 SW 118th Ave, Homestead, FL 33032, USA"
Tillie,13660,33176,2,24,F,"10855 SW 112nd Ave, Miami, FL 33176, USA"
Isabelle,2027,33175,4,23,F,"3050 SW 136th Ct, Miami, FL 33175, USA"
Jean,1422,33176,3,21,F,"12602 SW 107th Ct, Miami, FL 33176, USA"
Violet,11101,33126,3,24,F,"8030 NW 8th St, Miami, FL 33126, USA"
Isabel,7822,33186,3,23,F,"10260 SW 145th Pl, Miami, FL 33186, USA"
Winnie,2428,33176,4,23,F,"9400 SW 120th St, Miami, FL 33176, USA"
Selma,9799,33032,2,21,F,"13281 SW 272nd St, Homestead, FL 33032, USA"
Abbie,1854,33146,4,23,F,"4614 University Dr, Coral Gables, FL 33146, USA"
Roxie,2480,33156,2,20,F,"8620 SW 125th St, Miami, FL 33156, USA"
Myra,7317,33018,3,24,F,"4010 W 104th St, Hialeah, FL 33018, USA"
Dollie,9994,33035,3,23,F,"2017 SE 21st Ct, Homestead, FL 33035, USA"
Rhoda,12142,33196,3,24,F,"14797 SW 128th St, Miami, FL 33196, USA"
Elva,14353,33156,3,23,F,"8255 SW 132nd St, Miami, FL 33156, USA"
Lelia,4853,33156,2,23,F,"9401 SW 60th Ct, Miami, FL 33156, USA"
Jeanette,8073,33160,2,18,F,"18222 NE 25th Pl, North Miami Beach, FL 33160, USA"
Lilly,2680,33013,3,25,F,"464 E 47th St, Hialeah, FL 33013, USA"
Verna,14694,33178,2,22,F,"10791 NW South River Dr, Medley, FL 33178, USA"
Lou,4242,33330,1,22,F,"40 The Common, Davie, FL 33330, USA"
Allie,6338,33186,4,19,F,"9810 E Calusa Club Dr, Miami, FL 33186, USA"
Eula,5610,33179,4,20,F,"1400 NE Miami Gardens Dr, North Miami Beach, FL 33179, USA"
Alta,4150,33018,2,19,F,"4250 W 114th Terrace, Hialeah, FL 33018, USA"
Betty,12093,33032,3,23,F,"12334 SW 259th St, Homestead, FL 33032, USA"
Millie,12903,33170,2,22,F,"15845 SW 232nd St, Miami, FL 33170, USA"
Rosie,11118,33185,2,22,F,"16466 SW 42nd St, Miami, FL 33185, USA"
Janie,1438,33182,3,23,F,"708 NW 134th Pl, Miami, FL 33182, USA"
Delia,3847,33165,2,19,F,"1831 SW 87th Ave, Miami, FL 33165, USA"
Ola,15845,33137,3,23,F,"398 NE 78th Street Rd, Miami, FL 33137, USA"
Inez,4518,33143,2,20,F,"7203 Hardee Dr, Miami, FL 33143, USA"
Celia,2657,33186,4,18,F,"10889 SW 88th St, Miami, FL 33186, USA"
Nell,9990,33328,3,21,F,"10861 Pine Lodge Trail, Davie, FL 33328, USA"
Flossie,11725,33024,3,25,F,"3220 NW 72nd Way, Hollywood, FL 33024, USA"
Birdie,2802,33178,2,19,F,"11376 NW 46th Ln, Doral, FL 33178, USA"
Eunice,3074,33183,1,25,F,"7325 SW 135th Ct, Miami, FL 33183, USA"
Winifred,2889,33025,1,25,F,"2554 SW 83rd Terrace, Miramar, FL 33025, USA"
Olga,7341,33156,1,19,F,"11231 SW 70th Ave, Miami, FL 33156, USA"
Rena,4329,33196,1,23,F,"14026 SW 155th Ct, Miami, FL 33196, USA"
Luella,8862,33326,3,25,F,"1073 Deerwood Ln, Weston, FL 33326, USA"
Sophie,3377,33157,2,23,F,"11201 SW 196th St, Miami, FL 33157, USA"
Christine,6138,33032,3,18,F,"27369 SW 112th Ave, Homestead, FL 33032, USA"
Leila,9960,33156,2,20,F,"6001 SW 118th St, Miami, FL 33156, USA"
Bena,8249,33014,3,24,F,"800 W 81st Pl, Hialeah, FL 33014, USA"
Esther,7493,33154,2,22,F,"8301 Collins Ave, Surfside, FL 33154, USA"
Ivory,13943,33032,3,18,F,"24223 SW 107th Ct, Homestead, FL 33032, USA"
Izora,13401,33035,3,22,F,"2239 SE 24th Pl, Homestead, FL 33035, USA"
Joy,7,33325,4,18,F,"11501 SW 2nd St, Plantation, FL 33325, USA"
Joyce,12743,33142,1,25,F,"3661 NW 48th St, Miami, FL 33142, USA"
Lillia,9180,33015,2,23,F,"8251 NW 197th St, Hialeah, FL 33015, USA"
Lissie,4195,33129,1,21,F,"2999 Brickell Ave, Miami, FL 33129, USA"
Loma,11351,33180,4,19,F,"2627 NE 213th St, Miami, FL 33180, USA"
Louis,13619,33032,3,20,F,"11979 SW 280th St, Homestead, FL 33032, USA"
Lu,3899,33134,3,20,F,"1251 Palermo Ave, Coral Gables, FL 33134, USA"
Mabell,2522,33177,2,20,F,"16001 SW 117th Ave, Miami, FL 33177, USA"
Mary,2282,33178,3,21,F,"12255 NW 58th St, Miami, FL 33178, USA"
Anna,5431,33142,3,20,F,"4908 NW 26th Ave, Miami, FL 33142, USA"
Elizabeth,6311,33175,1,25,F,"12095 SW 47th St, Miami, FL 33175, USA"
Emma,13552,33021,4,19,F,"3421 Atlanta Dr, Hollywood, FL 33021, USA"
Margaret,12404,33170,2,20,F,"17201 SW 228th St, Miami, FL 33170, USA"
Bertha,11098,33055,4,24,F,"18830 NW 42nd Ave, Miami Gardens, FL 33055, USA"
Florence,15910,33126,3,23,F,"6600 NW 7th St, Miami, FL 33126, USA"
Ethel,15595,33134,2,23,F,"1201 E Ponce De Leon Blvd, Coral Gables, FL 33134, USA"
Ida,11662,33032,3,21,F,"11405 SW 248th Terrace, Homestead, FL 33032, USA"
Gretta,5551,33135,2,21,F,"1743 SW 11th St, Miami, FL 33135, USA"
Gina,14003,33155,4,25,F,"6711 SW 35th St, Miami, FL 33155, USA"
Biddie,4583,33324,2,19,F,"10150 SW 17th Ct, Davie, FL 33324, USA"
Billie,10684,33147,3,18,F,"3330 NW 95th St, Miami, FL 33147, USA"
Carl,14138,33332,3,24,F,"2673 Palmer Pl, Weston, FL 33332, USA"
Celesta,2845,33155,1,25,F,"7400 SW 50th Terrace, Miami, FL 33155, USA"
Celestine,1269,33143,1,25,F,"6303 SW 69th St, South Miami, FL 33143, USA"
Clora,11321,33014,1,25,F,"7395 W 19th Ct, Hialeah, FL 33014, USA"
Daisie,12802,33056,1,21,F,"3551 NW 193rd St, Miami Gardens, FL 33056, USA"
Dale,7355,33166,2,21,F,"144 South Dr, Miami Springs, FL 33166, USA"
Delma,2130,33178,2,22,F,"9700 NW 97th Ave, Medley, FL 33178, USA"
Elena,15458,33032,3,19,F,"23289 SW 147th Ave, Princeton, FL 33032, USA"
Elia,3721,33175,2,23,F,"14104 SW 52nd Terrace, Miami, FL 33175, USA"
Eloisa,10828,33173,1,21,F,"11332 SW 69th Terrace, Miami, FL 33173, USA"
Emmaline,3263,33147,3,22,F,"1257 NW 72nd St, Miami, FL 33147, USA"
Ernest,12326,33034,3,18,F,"33447 SW 217th Ave, Homestead, FL 33034, USA"
Exie,5249,33177,3,24,F,"14543 SW 181st Terrace, Miami, FL 33177, USA"
Ferne,8433,33176,2,25,F,"10000 SW 112th Ave, Miami, FL 33176, USA"
Gene,15493,33177,1,22,F,"14402 SW 158th St, Miami, FL 33177, USA"
Flora,957,33183,2,25,F,"12355 SW 64th St, Miami, FL 33183, USA"
Mabel,4303,33014,1,24,F,"6300 Lake Geneva Rd, Miami Lakes, FL 33014, USA"
Fannie,1708,33173,4,24,F,"8280 SW 102nd Ave, Miami, FL 33173, USA"
Blanche,723,33174,3,21,F,"1707 FL-90, Miami, FL 33174, USA"
Mamie,8335,33015,1,24,F,"17824 NW 59th Ave, Hialeah, FL 33015, USA"
Dora,9170,33165,2,24,F,"2254 SW 93rd Ct, Miami, FL 33165, USA"
Hazel,10344,33186,4,18,F,"13601 SW 151st Terrace, Miami, FL 33186, USA"
Katherine,13404,33056,1,25,F,"3315 NW 168th St, Miami Gardens, FL 33056, USA"
Maggie,7943,33166,3,24,F,"8566 NW 74th St, Miami, FL 33166, USA"
Ruth,2643,33166,1,22,F,"265 Ludlam Dr, Miami Springs, FL 33166, USA"
Mae,15545,33328,4,25,F,"9081 Southern Orchard Rd N, Davie, FL 33328, USA"
Nora,1483,33183,4,25,F,"6653 SW 140th Ave, Miami, FL 33183, USA"
May,13148,33030,3,19,F,"344 NW 2nd Ave, Homestead, FL 33030, USA"
Stella,13294,33136,2,18,F,"1332 NW 1st Pl, Miami, FL 33136, USA"
Effie,10078,33166,2,19,F,"8051 NW 79th Pl, Miami, FL 33166, USA"
Nettie,6226,33198,2,24,F,"11800 NW 101st Rd, Medley, FL 33198, USA"
Ellen,3284,33054,2,19,F,"4617 NW 156th St, Miami Gardens, FL 33054, USA"
Sadie,260,33185,3,18,F,"1941 SW 154th Pl, Miami, FL 33185, USA"
Sallie,5355,33158,2,20,F,"14850 SW 67th Ave, Palmetto Bay, FL 33158, USA"
Daisy,4145,33175,2,24,F,"12260 SW 51st St, Miami, FL 33175, USA"
Lizzie,1452,33183,3,25,F,"12865 SW 65th St, Miami, FL 33183, USA"
Josephine,13345,33186,3,23,F,"14201 SW 88th St, Miami, FL 33186, USA"
Elsie,13564,33023,4,23,F,"1820 SW 48th Ave, West Park, FL 33023, USA"
Martha,12463,33173,2,22,F,"10626 SW 69th Terrace, Miami, FL 33173, USA"
Sarah,3995,33143,4,19,F,"5959 SW 60th St, South Miami, FL 33143, USA"
Nellie,11253,33027,3,21,F,"1821 SW 133rd Terrace, Miramar, FL 33027, USA"
Edna,4272,33190,2,23,F,"21841 SW 100th Pl, Cutler Bay, FL 33190, USA"
Carrie,6205,33030,1,18,F,"20100 SW 286th St, Homestead, FL 33030, USA"
Laura,7957,33031,2,22,F,"16780 SW 278th St, Homestead, FL 33031, USA"
Pearl,9700,33156,4,24,F,"9551 SW 63rd Ct, Miami, FL 33156, USA"
Rose,1153,33024,2,18,F,"9173 NW 1st St, Pembroke Pines, FL 33024, USA"
Gertrude,3789,33167,3,19,F,"13221 NW 26th Ct, Miami, FL 33167, USA"
Edith,14689,33161,4,18,F,"73 NE 108th St, Miami Shores, FL 33161, USA"
Helen,432,33032,2,20,F,"26355 SW 147th Ave, Naranja, FL 33032, USA"
Louise,1229,33172,1,18,F,"87 NW 87th Ave, Miami, FL 33172, USA"
Myrtle,1717,33177,2,19,F,"12400 SW 152nd St, Miami, FL 33177, USA"
Hattie,12476,33172,3,18,F,"2672 NW 98th Ave, Doral, FL 33172, USA"
Jennie,8239,33157,1,23,F,"15600 Palmetto Lake Dr, Miami, FL 33157, USA"
Julia,12175,33178,4,19,F,"9375 NW 117th Ave, Miami, FL 33178, USA"
Mattie,10744,33122,1,22,F,"8550 NW 33rd St, Miami, FL 33122, USA"
Marie,13251,33029,4,25,F,"19175 NW 23rd Ct, Pembroke Pines, FL 33029, USA"
Lillie,10108,33122,3,18,F,"2031 NW 79th Ave, Doral, FL 33122, USA"
Maude,7173,33324,1,23,F,"10850 Cameron Ct, Davie, FL 33324, USA"
Corrie,983,33029,4,22,F,"18525 SW 12th St, Pembroke Pines, FL 33029, USA"
Tena,12642,33010,2,21,F,"1225 S Okeechobee Rd, Hialeah, FL 33010, USA"
Mertie,261,33156,1,22,F,"8900 SW 61st Ct, Pinecrest, FL 33156, USA"
Nona,2185,33142,2,24,F,"2120 Perimeter Rd, Miami, FL 33142, USA"
Isabell,5508,33029,1,25,F,"1203 NW 184th Ave, Pembroke Pines, FL 33029, USA"
Cecile,9250,33169,2,22,F,"21137 NW 14th Pl, Miami, FL 33169, USA"
George,10554,33179,4,23,F,"20000 NE 15th Ct, Miami, FL 33179, USA"
Melissa,4473,33015,2,24,F,"7271 NW 174th Terrace, Hialeah, FL 33015, USA"
Angela,8143,33186,2,19,F,"10119 SW 142nd Ct, Miami, FL 33186, USA"
Elisabeth,7213,33187,3,19,F,"17650 SW 182nd Ave, Miami, FL 33187, USA"
Savannah,15619,33313,3,20,F,"2320-1 E Aragon Blvd, Sunrise, FL 33313, USA"
Adah,3374,33054,2,25,F,"2251 NW 139th St, Opa-locka, FL 33054, USA"
Alva,8819,33155,3,20,F,"6237 SW 25th St, Miami, FL 33155, USA"
Dolly,3137,33035,4,23,F,"502 Palm Dr, Homestead, FL 33035, USA"
Elise,8468,33190,1,20,F,"22528 SW 94th Path, Cutler Bay, FL 33190, USA"
Jimmie,1734,33125,4,21,F,"810 NW 19th Ct, Miami, FL 33125, USA"
Lenore,6337,33193,4,19,F,"5632 SW 148th Ct, Miami, FL 33193, USA"
Constance,6543,33028,3,19,F,"16361 NW 5th St, Pembroke Pines, FL 33028, USA"
Cleo,13908,33193,3,24,F,"112 SW 156th Ct, Miami, FL 33193, USA"
Dessie,8634,33187,4,21,F,"15195 SW 192nd St, Miami, FL 33187, USA"
Ila,1719,33196,1,22,F,"16836 SW 88th St, Miami, FL 33196, USA"
Leota,4106,33183,1,19,F,"13860 SW 67th Terrace, Miami, FL 33183, USA"
Alpha,14301,33025,1,21,F,"9590 Boulder St, Miramar, FL 33025, USA"
Corinne,3243,33186,3,20,F,"11742 SW 110th Terrace, Miami, FL 33186, USA"
Faye,15484,33177,3,22,F,"14310 SW 159th St, Miami, FL 33177, USA"
Rosetta,5436,33031,2,24,F,"26995 SW 157th Ave, Homestead, FL 33031, USA"
Chloe,1325,33331,1,21,F,"16900 SW 59th Ct, Southwest Ranches, FL 33331, USA"
Maybelle,1056,33024,1,20,F,"7781 NW 13th St, Pembroke Pines, FL 33024, USA"
Adelia,8841,33165,3,19,F,"1731 SW 97th Ct, Miami, FL 33165, USA"
Johnnie,9782,33185,3,20,F,"1684 SW 151 Pl, Miami, FL 33185, USA"
Cecil,4253,33175,1,24,F,"14140 SW 36th St, Miami, FL 33175, USA"
Gracie,9909,33034,2,19,F,"19425 SW 344th St, Homestead, FL 33034, USA"
Opal,12356,33026,3,21,F,"11304 NW 44th Ct, Pembroke Pines, FL 33026, USA"
Rita,12583,33175,2,20,F,"13221 SW 49th St, Miami, FL 33175, USA"
Vida,1780,33186,2,24,F,"14534 SW 129th St, Miami, FL 33186, USA"
Audrey,184,33182,3,20,F,"781 NW 129th Ave, Miami, FL 33182, USA"
Dena,12953,33142,4,25,F,"1592 NW 43rd St, Miami, FL 33142, USA"
Donna,9438,33313,3,25,F,"4431 NW 12th St, Lauderhill, FL 33313, USA"
Ellie,8752,33312,1,25,F,"3695 SW 15th St, Fort Lauderdale, FL 33312, USA"
Nan,4239,33157,1,24,F,"16902 SW 86th Ave, Palmetto Bay, FL 33157, USA"
Doris,3814,33012,3,19,F,"1706 W 37th St, Hialeah, FL 33012, USA"
Melvina,10004,33332,2,19,F,"19295 SW 66th St, Fort Lauderdale, FL 33332, USA"
Angie,12294,33186,2,23,F,"13190 SW 117th Ave, Miami, FL 33186, USA"
Leta,11991,33126,2,21,F,"1374 NW 78th Ave, Doral, FL 33126, USA"
Minna,1635,33056,2,25,F,"21025 NW 22nd Ave, Miami Gardens, FL 33056, USA"
Rosella,679,33143,2,23,F,"8320 Cheryl Ln, Miami, FL 33143, USA"
Tennie,6424,33031,1,24,F,"25225 SW 212th Ave, Homestead, FL 33031, USA"
Vesta,10468,33178,2,25,F,"10951 NW 79th St, Miami, FL 33178, USA"
Belva,920,33178,2,21,F,"13100 NW 118th Ave, Medley, FL 33178, USA"
Beryl,7500,33186,3,25,F,"14081 SW 120th St, Miami, FL 33186, USA"
Emelia,9972,33185,1,23,F,"5220 SW 151st Pl, Miami, FL 33185, USA"
Georgianna,1443,33186,2,25,F,"14027 SW 144th Ave Rd, Miami, FL 33186, USA"
Hanna,16099,33032,3,24,F,"11362 SW 234th St, Homestead, FL 33032, USA"
Lilla,12333,33183,2,19,F,"14111 SW 74th Terrace, Miami, FL 33183, USA"
Lucretia,619,33029,1,25,F,"18369 SW 3rd St, Pembroke Pines, FL 33029, USA"
Mathilde,9098,33178,2,19,F,"9300 NW 41st St, Doral, FL 33178, USA"
Bella,87,33025,3,23,F,"2050 SW 107th Ave, Miramar, FL 33025, USA"
Hilma,7086,33013,4,24,F,"250 E 59th St, Hialeah, FL 33013, USA"
Iola,253,33327,4,25,F,"1543 Victoria Isle Way, Weston, FL 33327, USA"
Liza,1538,33170,4,23,F,"20001 SW 232nd St, Miami, FL 33170, USA"
Lue,2106,33157,4,24,F,"15560 SW 101st Ave, Miami, FL 33157, USA"
Magdalena,5401,33056,2,23,F,"2401 NW 175th Terrace, Miami Gardens, FL 33056, USA"
Pattie,1065,33189,1,23,F,"20195 S Dixie Hwy, Cutler Bay, FL 33189, USA"
Paula,4245,33054,2,24,F,"15617 NW 45th Ave, Miami Gardens, FL 33054, USA"
Agatha,9767,33173,3,20,F,"9381 SW 84th Terrace, Miami, FL 33173, USA"
Odessa,11772,33186,2,18,F,"13755 SW 139th Ct, Miami, FL 33186, USA"
Mellie,2851,33125,3,22,F,"1157 NW 34th Ave, Miami, FL 33125, USA"
Louie,3173,33176,1,21,F,"10474 SW 118th St, Miami, FL 33176, USA"
Tessie,11291,33174,1,20,F,"23 SW 98th Ave, Miami, FL 33174, USA"
Clare,7821,33172,1,21,F,"8900 NW 35th Ln, Doral, FL 33172, USA"
Clyde,5881,33157,1,20,F,"17010 SW 92nd Ave, Palmetto Bay, FL 33157, USA"
Elmira,9764,33143,1,18,F,"8522 SW 74th St, Miami, FL 33143, USA"
Willa,13934,33055,3,19,F,"3820 NW 188th St, Miami Gardens, FL 33055, USA"
Ettie,4175,33331,3,21,F,"3880 Heron Ridge Ln, Weston, FL 33331, USA"
Leora,10908,33196,3,25,F,"9355 SW 158th Ave, Miami, FL 33196, USA"
Mariah,7775,33145,1,25,F,"2101 SW 22nd Ave, Miami, FL 33145, USA"
Mazie,15336,33331,4,25,F,"3030-3035 Sorrel Ct, Weston, FL 33331, USA"
Pinkie,5952,33157,2,24,F,"10525 SW 161st Terrace, Miami, FL 33157, USA"
Margery,488,33033,2,18,F,"433 SE 37th Pl, Homestead, FL 33033, USA"
Missouri,258,33147,2,25,F,"2355 NW 86th Terrace, Miami, FL 33147, USA"
Muriel,6001,33143,4,25,F,"8001 SW 64th St, Miami, FL 33143, USA"
Octavia,2420,33179,1,25,F,"1401 NE Miami Gardens Dr, North Miami Beach, FL 33179, USA"
Reba,5804,33016,4,19,F,"9801 NW 80th Ave, Hialeah, FL 33016, USA"
Wanda,9717,33155,1,19,F,"6610 SW 45th St, Miami, FL 33155, USA"
Erna,7939,33027,1,22,F,"12840 SW 52nd St, Miramar, FL 33027, USA"
Inga,11579,33176,3,25,F,"10547 SW 109th Ct, Miami, FL 33176, USA"
Retta,4830,33032,3,19,F,"24002 SW 108th Ave, Homestead, FL 33032, USA"
Aurelia,5794,33183,4,20,F,"13700 SW 71st Ln, Miami, FL 33183, USA"
William,3237,33172,4,21,F,"10775 NW 33rd St, Doral, FL 33172, USA"
Neva,9573,33014,3,24,F,"7560 Loch ness Dr, Miami Lakes, FL 33014, USA"
Lilly,6120,33033,4,24,F,"15125 SW 298th Terrace, Homestead, FL 33033, USA"
Myrtie,12946,33162,3,24,F,"15206 NE 8th Ave, Miami, FL 33162, USA"
Francis,845,33028,1,18,F,"841 NW 170th Terrace, Pembroke Pines, FL 33028, USA"
Gussie,9873,33027,2,24,F,"15232 SW 43rd Ct, Miramar, FL 33027, USA"
Linnie,2993,33166,2,24,F,"7311 NW 77th St, Medley, FL 33166, USA"
Adele,5407,33178,1,19,F,"13901 NW 117th Way, Miami, FL 33178, USA"
Freda,8772,33178,4,25,F,"8900 NW 97th Ave, Doral, FL 33178, USA"
Norma,9333,33071,2,22,F,"9000 W Atlantic Blvd, Coral Springs, FL 33071, USA"
Wilhelmina,2526,33012,4,25,F,"5660 W 13th Ave, Hialeah, FL 33012, USA"
Naomi,6602,33156,1,21,F,"8500 SW 92nd St, Kendall, FL 33156, USA"
Claudia,746,33186,3,23,F,"13710 SW 122nd Ct, Miami, FL 33186, USA"
Maudie,16073,33330,1,25,F,"5011 SW 114th Way, Fort Lauderdale, FL 33330, USA"
Marjorie,12773,33173,1,25,F,"7611 SW 96th Ave, Miami, FL 33173, USA"
Lida,5494,33196,2,19,F,"11278 SW 161st Pl, Miami, FL 33196, USA"
Antonette,9998,33166,3,20,F,"6905 NW 43rd St, Miami, FL 33166, USA"
Luetta,7550,33155,1,23,F,"4145 SW 84th Ct, Miami, FL 33155, USA"
Lurline,5703,33030,1,22,F,"1599 SW 328th St, Homestead, FL 33030, USA"
Margarette,3443,33014,2,24,F,"14200 NW 57th Ave, Hialeah, FL 33014, USA"
Roseanna,7153,33138,4,18,F,"f632 F St, El Portal, FL 33138, USA"
Roxanna,10376,33160,2,22,F,"230 William Lehman Causeway, Sunny Isles Beach, FL 33160, USA"
Roy,15423,33054,1,18,F,"15320 NW 28th Pl, Opa-locka, FL 33054, USA"
Sabra,10465,33178,2,23,F,"10451 NW 117th Ave, Medley, FL 33178, USA"
Thresa,10962,33178,4,25,F,"4543 NW 94th Pl, Doral, FL 33178, USA"
Vicie,10722,33133,1,21,F,"1747 Wa Kee Na Dr, Miami, FL 33133, USA"
Viva,86,33024,1,24,F,"4051 NW 92nd Ave, Hollywood, FL 33024, USA"
Yetta,6752,33014,3,19,F,"6900 W 14th Ct, Hialeah, FL 33014, USA"
Lockie,5873,33166,3,18,F,"4600 NW 36th St, Miami, FL 33166, USA"
Leontine,12892,33167,3,21,F,"13030 NW 22nd Ct, Miami, FL 33167, USA"
Lella,690,33138,4,23,F,"9329 NE 9th Ave, Miami Shores, FL 33138, USA"
Lelar,4733,33175,4,24,F,"13210 SW 50th St, Miami, FL 33175, USA"
Arlene,4266,33186,2,20,F,"14090 SW 127th Ct, Miami, FL 33186, USA"
Calla,9110,33170,2,24,F,"22900 SW 187th Ave, Miami, FL 33170, USA"
Margrett,2023,33020,1,24,F,"1601 N 29th Ct, Hollywood, FL 33020, USA"
Marion,5504,33187,2,20,F,"20400 SW 172nd Ave, Miami, FL 33187, USA"
Jane,10867,33030,1,23,F,"21140 SW 300th St, Homestead, FL 33030, USA"
Olive,12649,33190,3,21,F,"22507 SW 94th Path, Cutler Bay, FL 33190, USA"
Flossie,3300,33136,3,20,F,"1232 NW 1st Pl, Miami, FL 33136, USA"
Ola,1408,33180,1,20,F,"20375 Delvista Ct, Aventura, FL 33180, USA"
Adeline,10648,33175,4,23,F,"2250 SW 132nd Ct, Miami, FL 33175, USA"
Lois,10095,33157,2,20,F,"10345 SW 178th St, Miami, FL 33157, USA"
Isabel,13676,33166,2,19,F,"6601 NW 72nd Ave, Miami, FL 33166, USA"
Rhoda,9443,33033,1,21,F,"2260 SE 7th Pl, Homestead, FL 33033, USA"
Bettie,3855,33156,4,21,F,"7601 N Kendall Dr, Miami, FL 33156, USA"
Bertie,7281,33142,4,18,F,"3334 NW 51st Terrace, Miami, FL 33142, USA"
Christina,4525,33152,3,19,F,"2190 NW 72nd Ave, Miami, FL 33152, USA"
Isabelle,1025,33157,3,20,F,"19210 SW 93rd Rd, Cutler Bay, FL 33157, USA"
Hulda,1211,33309,3,24,F,"6600-6736 NW 20th Ave, Fort Lauderdale, FL 33309, USA"
Cecelia,2722,33032,1,18,F,"24526 SW 129th Path, Homestead, FL 33032, USA"
Lora,13301,33177,1,20,F,"12120 SW 168th St, Miami, FL 33177, USA"
Elva,14057,33193,3,24,F,"7801 SW 147th Ct, Miami, FL 33193, USA"
Lucile,10071,33193,1,24,F,"106 SW 165th Ave, Miami, FL 33193, USA"
Irma,15565,33031,2,18,F,"15825 SW 272nd St, Homestead, FL 33031, USA"
